Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Sales Agent ID,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Cost%
5527,CA-166933-5527,4/24/2020,4/28/2020,Standard Class,MG-17890,Michael Granlund,4,United States,Santa Barbara,California,93101,West,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,1.81,1,0.1
5528,CA-142055-5528,5/8/2018,5/10/2018,First Class,AB-10255,Alejandro Ballentine,31,United States,New York City,New York,10009,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,37.94,2,0.1
5529,CA-137106-5529,3/31/2018,4/4/2018,Standard Class,SC-20260,Scott Cohen,9,United States,Jacksonville,Florida,32216,South,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,79.96,5,0.2
5532,US-167472-5532,6/6/2019,6/7/2019,First Class,CK-12595,Clytie Kelty,3,United States,Little Rock,Arkansas,72209,South,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,179.94,6,0.1
5533,US-167472-5533,6/6/2019,6/7/2019,First Class,CK-12595,Clytie Kelty,3,United States,Little Rock,Arkansas,72209,South,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.85,3,0.1
5534,US-167472-5534,6/6/2019,6/7/2019,First Class,CK-12595,Clytie Kelty,3,United States,Little Rock,Arkansas,72209,South,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,3,0.1
5535,US-167472-5535,6/6/2019,6/7/2019,First Class,CK-12595,Clytie Kelty,3,United States,Little Rock,Arkansas,72209,South,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,59.94,3,0.1
5536,US-167472-5536,6/6/2019,6/7/2019,First Class,CK-12595,Clytie Kelty,3,United States,Little Rock,Arkansas,72209,South,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,64.14,3,0.1
5537,US-167472-5537,6/6/2019,6/7/2019,First Class,CK-12595,Clytie Kelty,3,United States,Little Rock,Arkansas,72209,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,11.67,3,0.1
5538,US-167472-5538,6/6/2019,6/7/2019,First Class,CK-12595,Clytie Kelty,3,United States,Little Rock,Arkansas,72209,South,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,12.96,2,0.1
5539,CA-120551-5539,4/13/2018,4/20/2018,Standard Class,SS-20590,Sonia Sunley,26,United States,Norfolk,Nebraska,68701,Central,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,17.43,3,0.1
5543,CA-134936-5543,12/19/2019,12/25/2019,Standard Class,ES-14080,Erin Smith,2,United States,Tucson,Arizona,85705,West,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,6,0.5
5544,CA-134936-5544,12/19/2019,12/25/2019,Standard Class,ES-14080,Erin Smith,2,United States,Tucson,Arizona,85705,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",10.44,6,0.7
5545,CA-134936-5545,12/19/2019,12/25/2019,Standard Class,ES-14080,Erin Smith,2,United States,Tucson,Arizona,85705,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.214,2,0.7
5549,CA-159800-5549,11/28/2017,12/1/2017,First Class,SG-20470,Sheri Gordon,4,United States,San Francisco,California,94109,West,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,43.68,3,0.1
5550,CA-159800-5550,11/28/2017,12/1/2017,First Class,SG-20470,Sheri Gordon,4,United States,San Francisco,California,94109,West,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,139.93,7,0.1
5551,US-159618-5551,11/12/2017,11/16/2017,Standard Class,DB-12970,Darren Budd,42,United States,Houston,Texas,77036,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,2.672,1,0.2
5552,US-159618-5552,11/12/2017,11/16/2017,Standard Class,DB-12970,Darren Budd,42,United States,Houston,Texas,77036,Central,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,16.656,6,0.2
5553,US-159618-5553,11/12/2017,11/16/2017,Standard Class,DB-12970,Darren Budd,42,United States,Houston,Texas,77036,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512,3,0.2
5554,US-159618-5554,11/12/2017,11/16/2017,Standard Class,DB-12970,Darren Budd,42,United States,Houston,Texas,77036,Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,36.288,7,0.2
5555,US-159618-5555,11/12/2017,11/16/2017,Standard Class,DB-12970,Darren Budd,42,United States,Houston,Texas,77036,Central,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,67.9932,1,0.32
5557,CA-125066-5557,12/14/2018,12/18/2018,Standard Class,KD-16495,Keith Dawkins,23,United States,Jackson,Mississippi,39212,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6.16,2,0.1
5558,CA-125066-5558,12/14/2018,12/18/2018,Standard Class,KD-16495,Keith Dawkins,23,United States,Jackson,Mississippi,39212,South,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2,0.1
5559,US-114741-5559,12/6/2018,12/10/2018,Standard Class,IL-15100,Ivan Liston,27,United States,North Las Vegas,Nevada,89031,West,OFF-PA-10000048,Office Supplies,Paper,Xerox 20,6.48,1,0.1
5560,US-114741-5560,12/6/2018,12/10/2018,Standard Class,IL-15100,Ivan Liston,27,United States,North Las Vegas,Nevada,89031,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0.1
5561,US-114741-5561,12/6/2018,12/10/2018,Standard Class,IL-15100,Ivan Liston,27,United States,North Las Vegas,Nevada,89031,West,OFF-LA-10004853,Office Supplies,Labels,Avery 483,14.94,3,0.1
5562,CA-133263-5562,3/31/2020,4/2/2020,Second Class,JE-15610,Jim Epp,10,United States,Atlanta,Georgia,30318,South,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,34.54,1,0.1
5563,CA-133263-5563,3/31/2020,4/2/2020,Second Class,JE-15610,Jim Epp,10,United States,Atlanta,Georgia,30318,South,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2999.95,5,0.1
5564,CA-133263-5564,3/31/2020,4/2/2020,Second Class,JE-15610,Jim Epp,10,United States,Atlanta,Georgia,30318,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,64.12,4,0.1
5565,CA-157966-5565,3/13/2020,3/13/2020,Same Day,SU-20665,Stephanie Ulpright,12,United States,Chicago,Illinois,60610,Central,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,19.456,4,0.2
5566,CA-157966-5566,3/13/2020,3/13/2020,Same Day,SU-20665,Stephanie Ulpright,12,United States,Chicago,Illinois,60610,Central,TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",209.986,2,0.3
5567,CA-157966-5567,3/13/2020,3/13/2020,Same Day,SU-20665,Stephanie Ulpright,12,United States,Chicago,Illinois,60610,Central,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",29.76,5,0.2
5568,CA-157966-5568,3/13/2020,3/13/2020,Same Day,SU-20665,Stephanie Ulpright,12,United States,Chicago,Illinois,60610,Central,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,89.768,1,0.3
5569,CA-157966-5569,3/13/2020,3/13/2020,Same Day,SU-20665,Stephanie Ulpright,12,United States,Chicago,Illinois,60610,Central,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2
5570,CA-157966-5570,3/13/2020,3/13/2020,Same Day,SU-20665,Stephanie Ulpright,12,United States,Chicago,Illinois,60610,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,15.552,3,0.2
5571,CA-157966-5571,3/13/2020,3/13/2020,Same Day,SU-20665,Stephanie Ulpright,12,United States,Chicago,Illinois,60610,Central,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,34.36,1,0.2
5572,CA-151162-5572,12/5/2017,12/9/2017,Standard Class,EA-14035,Erin Ashbrook,34,United States,Columbus,Ohio,43229,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,98.376,3,0.2
5573,CA-151162-5573,12/5/2017,12/9/2017,Standard Class,EA-14035,Erin Ashbrook,34,United States,Columbus,Ohio,43229,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,29.94,4,0.7
5574,CA-151162-5574,12/5/2017,12/9/2017,Standard Class,EA-14035,Erin Ashbrook,34,United States,Columbus,Ohio,43229,East,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,3,0.2
5575,CA-151162-5575,12/5/2017,12/9/2017,Standard Class,EA-14035,Erin Ashbrook,34,United States,Columbus,Ohio,43229,East,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,36.738,1,0.4
5576,CA-151162-5576,12/5/2017,12/9/2017,Standard Class,EA-14035,Erin Ashbrook,34,United States,Columbus,Ohio,43229,East,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,179.94,2,0.4
5577,CA-136686-5577,12/12/2019,12/16/2019,Standard Class,RF-19840,Roy Französisch,4,United States,Pasadena,California,91104,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",383.64,6,0.1
5578,CA-136686-5578,12/12/2019,12/16/2019,Standard Class,RF-19840,Roy Französisch,4,United States,Pasadena,California,91104,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52,3,0.1
5583,CA-161158-5583,5/9/2019,5/13/2019,Standard Class,PS-18970,Paul Stevenson,31,United States,New York City,New York,10024,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,8,5,0.1
5584,CA-116673-5584,12/15/2017,12/19/2017,Second Class,JO-15280,Jas O'Carroll,4,United States,San Diego,California,92037,West,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6.16,2,0.1
5588,CA-149993-5588,3/19/2018,3/20/2018,First Class,GA-14725,Guy Armstrong,4,United States,Lancaster,California,93534,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10.9,5,0.1
5589,CA-168158-5589,7/19/2017,7/24/2017,Standard Class,EM-14140,Eugene Moren,25,United States,Great Falls,Montana,59405,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,2,0.2
5590,CA-115224-5590,12/8/2019,12/11/2019,Second Class,DB-13615,Doug Bickford,4,United States,San Francisco,California,94110,West,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05,3,0.1
5591,CA-115224-5591,12/8/2019,12/11/2019,Second Class,DB-13615,Doug Bickford,4,United States,San Francisco,California,94110,West,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,2,0.1
5592,CA-164742-5592,10/13/2017,10/18/2017,Second Class,ML-17395,Marina Lichtenstein,29,United States,Lakewood,New Jersey,8701,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",245.98,2,0.1
5593,CA-164742-5593,10/13/2017,10/18/2017,Second Class,ML-17395,Marina Lichtenstein,29,United States,Lakewood,New Jersey,8701,East,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,18.94,1,0.1
5597,CA-159779-5597,9/25/2018,9/29/2018,Standard Class,SB-20185,Sarah Brown,28,United States,Concord,New Hampshire,3301,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,68.62,2,0.1
5598,CA-151176-5598,2/13/2020,2/20/2020,Standard Class,SV-20785,Stewart Visinsky,19,United States,Baltimore,Maryland,21215,East,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,25.02,3,0.1
5599,CA-151176-5599,2/13/2020,2/20/2020,Standard Class,SV-20785,Stewart Visinsky,19,United States,Baltimore,Maryland,21215,East,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,10.71,3,0.1
5600,CA-108903-5600,10/3/2017,10/3/2017,Same Day,DO-13435,Denny Ordway,34,United States,Columbus,Ohio,43229,East,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,55.984,2,0.2
5601,CA-108903-5601,10/3/2017,10/3/2017,Same Day,DO-13435,Denny Ordway,34,United States,Columbus,Ohio,43229,East,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,14.48,5,0.2
5602,CA-108903-5602,10/3/2017,10/3/2017,Same Day,DO-13435,Denny Ordway,34,United States,Columbus,Ohio,43229,East,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,142.488,3,0.2
5603,CA-117919-5603,8/27/2019,8/29/2019,Second Class,TB-21355,Todd Boyes,42,United States,Houston,Texas,77041,Central,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,14.16,1,0.2
5604,CA-117919-5604,8/27/2019,8/29/2019,Second Class,TB-21355,Todd Boyes,42,United States,Houston,Texas,77041,Central,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,79.92,5,0.2
5605,CA-142475-5605,12/3/2018,12/7/2018,Standard Class,BS-11380,Bill Stewart,31,United States,New York City,New York,10011,East,OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.352,6,0.2
5606,CA-134516-5606,9/20/2019,9/25/2019,Standard Class,FM-14215,Filia McAdams,32,United States,Greensboro,North Carolina,27405,South,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088,2,0.2
5607,CA-134516-5607,9/20/2019,9/25/2019,Standard Class,FM-14215,Filia McAdams,32,United States,Greensboro,North Carolina,27405,South,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",98.392,1,0.2
5608,CA-105193-5608,3/25/2020,3/31/2020,Standard Class,JL-15835,John Lee,31,United States,New York City,New York,10024,East,OFF-AR-10001547,Office Supplies,Art,Newell 311,11.05,5,0.1
5609,CA-168634-5609,12/6/2018,12/11/2018,Standard Class,AF-10870,Art Ferguson,4,United States,San Francisco,California,94109,West,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,2,0.1
5611,CA-145828-5611,10/5/2018,10/7/2018,First Class,MB-17305,Maria Bertelson,34,United States,Cincinnati,Ohio,45231,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,53.04,3,0.2
5614,CA-147431-5614,2/2/2019,2/7/2019,Standard Class,AB-10105,Adrian Barton,31,United States,New York City,New York,10011,East,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",117.96,2,0.1
5615,CA-158001-5615,8/23/2019,8/27/2019,Standard Class,JP-15460,Jennifer Patt,31,United States,New York City,New York,10035,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",21.3,5,0.1
5616,CA-158001-5616,8/23/2019,8/27/2019,Standard Class,JP-15460,Jennifer Patt,31,United States,New York City,New York,10035,East,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1040.8,5,0.1
5617,CA-158001-5617,8/23/2019,8/27/2019,Standard Class,JP-15460,Jennifer Patt,31,United States,New York City,New York,10035,East,OFF-AR-10001954,Office Supplies,Art,Newell 331,29.34,6,0.1
5619,CA-101154-5619,9/18/2018,9/21/2018,First Class,CM-12190,Charlotte Melton,4,United States,San Diego,California,92105,West,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",443.92,4,0.1
5620,US-124163-5620,9/25/2019,9/30/2019,Standard Class,SC-20695,Steve Chapman,48,United States,La Crosse,Wisconsin,54601,Central,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,499.95,5,0.1
5621,US-124163-5621,9/25/2019,9/30/2019,Standard Class,SC-20695,Steve Chapman,48,United States,La Crosse,Wisconsin,54601,Central,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,3.04,1,0.1
5622,US-124163-5622,9/25/2019,9/30/2019,Standard Class,SC-20695,Steve Chapman,48,United States,La Crosse,Wisconsin,54601,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",201.96,2,0.1
5623,US-124163-5623,9/25/2019,9/30/2019,Standard Class,SC-20695,Steve Chapman,48,United States,La Crosse,Wisconsin,54601,Central,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,68.64,11,0.1
5624,CA-121748-5624,10/24/2019,10/28/2019,Second Class,VW-21775,Victoria Wilson,4,United States,Los Angeles,California,90032,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,0.1
5625,CA-121748-5625,10/24/2019,10/28/2019,Second Class,VW-21775,Victoria Wilson,4,United States,Los Angeles,California,90032,West,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),359.98,2,0.1
5626,CA-126683-5626,9/29/2017,10/1/2017,Second Class,PP-18955,Paul Prost,46,United States,Seattle,Washington,98115,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.1
5627,CA-126683-5627,9/29/2017,10/1/2017,Second Class,PP-18955,Paul Prost,46,United States,Seattle,Washington,98115,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",2348.82,9,0.1
5630,US-146066-5630,8/21/2019,8/23/2019,Second Class,RB-19465,Rick Bensley,37,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",815.292,9,0.4
5631,CA-127614-5631,2/11/2017,2/15/2017,Standard Class,NF-18385,Natalie Fritzler,45,United States,Chesapeake,Virginia,23320,South,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,234.45,3,0.1
5632,CA-127614-5632,2/11/2017,2/15/2017,Standard Class,NF-18385,Natalie Fritzler,45,United States,Chesapeake,Virginia,23320,South,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1256.22,6,0.1
5633,CA-127614-5633,2/11/2017,2/15/2017,Standard Class,NF-18385,Natalie Fritzler,45,United States,Chesapeake,Virginia,23320,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.1
5634,CA-101742-5634,9/23/2019,9/28/2019,Second Class,CR-12580,Clay Rozendal,31,United States,New York City,New York,10009,East,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,10.528,7,0.2
5635,CA-134943-5635,12/5/2018,12/6/2018,First Class,SU-20665,Stephanie Ulpright,21,United States,Ann Arbor,Michigan,48104,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,152.8,5,0.1
5638,CA-113208-5638,3/26/2020,4/2/2020,Standard Class,ML-18040,Michelle Lonsdale,21,United States,Dearborn,Michigan,48126,Central,FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",60.84,3,0.1
5639,CA-154893-5639,12/21/2017,12/27/2017,Standard Class,GM-14440,Gary McGarr,4,United States,San Diego,California,92024,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1325.76,6,0.2
5640,CA-154893-5640,12/21/2017,12/27/2017,Standard Class,GM-14440,Gary McGarr,4,United States,San Diego,California,92024,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,572.16,3,0.2
5641,CA-147900-5641,9/23/2017,9/28/2017,Standard Class,JK-15640,Jim Kriz,34,United States,Lakewood,Ohio,44107,East,OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,28.8,9,0.2
5642,CA-106355-5642,4/2/2020,4/5/2020,First Class,AT-10435,Alyssa Tate,6,United States,Meriden,Connecticut,6450,East,OFF-AR-10000246,Office Supplies,Art,Newell 318,11.12,4,0.1
5643,CA-127985-5643,4/1/2019,4/5/2019,Second Class,DB-12910,Daniel Byrd,10,United States,Columbus,Georgia,31907,South,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,7.04,4,0.1
5644,CA-166604-5644,5/15/2018,5/20/2018,Second Class,AH-10690,Anna Häberlin,10,United States,Roswell,Georgia,30076,South,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,17.94,3,0.1
5645,CA-120719-5645,3/23/2020,3/26/2020,First Class,SJ-20125,Sanjit Jacobs,46,United States,Seattle,Washington,98105,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",34.76,5,0.2
5646,CA-127117-5646,4/14/2020,4/19/2020,Standard Class,HM-14860,Harry Marie,29,United States,Morristown,New Jersey,7960,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,74.45,5,0.1
5647,CA-104241-5647,1/4/2018,1/9/2018,Standard Class,AG-10495,Andrew Gjertsen,45,United States,Alexandria,Virginia,22304,South,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,192.22,14,0.1
5654,US-134187-5654,11/4/2017,11/11/2017,Standard Class,TH-21235,Tiffany House,4,United States,Long Beach,California,90805,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,2.94,1,0.1
5655,CA-145261-5655,12/18/2019,12/21/2019,First Class,AH-10120,Adrian Hane,36,United States,Salem,Oregon,97301,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,45.24,4,0.7
5656,CA-145261-5656,12/18/2019,12/21/2019,First Class,AH-10120,Adrian Hane,36,United States,Salem,Oregon,97301,West,OFF-AR-10004078,Office Supplies,Art,Newell 312,18.688,4,0.2
5657,CA-145261-5657,12/18/2019,12/21/2019,First Class,AH-10120,Adrian Hane,36,United States,Salem,Oregon,97301,West,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",11.648,2,0.2
5658,CA-145261-5658,12/18/2019,12/21/2019,First Class,AH-10120,Adrian Hane,36,United States,Salem,Oregon,97301,West,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,112.776,3,0.2
5659,CA-145261-5659,12/18/2019,12/21/2019,First Class,AH-10120,Adrian Hane,36,United States,Salem,Oregon,97301,West,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",377.45,5,0.5
5660,CA-145261-5660,12/18/2019,12/21/2019,First Class,AH-10120,Adrian Hane,36,United States,Salem,Oregon,97301,West,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,15.936,4,0.2
5661,CA-145261-5661,12/18/2019,12/21/2019,First Class,AH-10120,Adrian Hane,36,United States,Salem,Oregon,97301,West,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,28.68,3,0.2
5662,CA-108875-5662,9/24/2019,10/1/2019,Standard Class,CL-12700,Craig Leslie,5,United States,Aurora,Colorado,80013,West,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,21.44,2,0.2
5663,CA-108875-5663,9/24/2019,10/1/2019,Standard Class,CL-12700,Craig Leslie,5,United States,Aurora,Colorado,80013,West,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,511.056,9,0.2
5664,CA-141957-5664,7/21/2019,7/21/2019,Same Day,JG-15310,Jason Gross,34,United States,Newark,Ohio,43055,East,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,18.656,2,0.2
5665,CA-141957-5665,7/21/2019,7/21/2019,Same Day,JG-15310,Jason Gross,34,United States,Newark,Ohio,43055,East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088,7,0.7
5666,CA-141957-5666,7/21/2019,7/21/2019,Same Day,JG-15310,Jason Gross,34,United States,Newark,Ohio,43055,East,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,66.688,1,0.2
5667,CA-141957-5667,7/21/2019,7/21/2019,Same Day,JG-15310,Jason Gross,34,United States,Newark,Ohio,43055,East,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",99.488,2,0.2
5668,CA-142405-5668,6/11/2019,6/15/2019,Standard Class,SE-20110,Sanjit Engle,46,United States,Seattle,Washington,98103,West,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62,2,0.1
5669,CA-142405-5669,6/11/2019,6/15/2019,Standard Class,SE-20110,Sanjit Engle,46,United States,Seattle,Washington,98103,West,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,53.984,14,0.2
5670,CA-142405-5670,6/11/2019,6/15/2019,Standard Class,SE-20110,Sanjit Engle,46,United States,Seattle,Washington,98103,West,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97,3,0.1
5671,CA-141012-5671,6/9/2018,6/11/2018,Second Class,TG-21640,Trudy Glocke,11,United States,Pocatello,Idaho,83201,West,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,355.36,4,0.1
5672,CA-141012-5672,6/9/2018,6/11/2018,Second Class,TG-21640,Trudy Glocke,11,United States,Pocatello,Idaho,83201,West,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,140.376,3,0.2
5675,CA-146318-5675,1/22/2019,1/27/2019,Standard Class,MC-17275,Marc Crier,46,United States,Seattle,Washington,98105,West,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96,2,0.1
5676,CA-135993-5676,5/28/2017,6/2/2017,Standard Class,PJ-18835,Patrick Jones,46,United States,Seattle,Washington,98115,West,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,57.408,6,0.2
5677,CA-135993-5677,5/28/2017,6/2/2017,Standard Class,PJ-18835,Patrick Jones,46,United States,Seattle,Washington,98115,West,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,27.6,4,0.1
5678,CA-126802-5678,12/29/2017,1/5/2018,Standard Class,ZC-21910,Zuschuss Carroll,12,United States,Chicago,Illinois,60610,Central,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,38.976,3,0.6
5679,CA-143924-5679,7/28/2019,8/3/2019,Standard Class,SC-20680,Steve Carroll,21,United States,Holland,Michigan,49423,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,20.44,7,0.1
